날짜,시간,타입,대분류,소분류,내용,금액,화폐,결제수단,메모
2025-09-01,16:53,지출,온라인쇼핑,서비스구독,ALIPAY CONNECT PTE. LTD,-3766,KRW,카카오페이 간편결제,
2025-09-01,13:49,지출,카페/간식,커피/음료,메가엠지씨커피 서울탑골공원점,-6800,KRW,네이버페이 간편결제(머니),
2025-09-01,13:26,지출,식비,뷔페,미락한식뷔페,-10000,KRW,K-패스 하나 체크카드,
2025-08-31,21:17,지출,카페/간식,아이스크림/빙수,현대 아이스크림 할인점,-7800,KRW,국민내일배움 FANtastic S 체크,
2025-08-31,12:55,지출,문화/여가,게임,PAYPAL *EPIC GAMES,-15973,KRW,네이버페이 간편결제(머니),
2025-08-31,12:55,지출,문화/여가,게임,PAYPAL *EPIC GAMES,-15973,KRW,네이버페이 머니,
2025-08-31,11:24,지출,카페/간식,커피/음료,더벤티 이천신하점,-3500,KRW,K-패스 하나 체크카드,
2025-08-31,00:00,지출,금융,카드,08월카드사용알림서비스이용료,0,KRW,국민행복,
2025-08-30,20:45,지출,교통,대중교통,티머니 지하철,-800,KRW,K-패스 하나 체크카드,
2025-08-30,20:08,지출,교통,대중교통,경기시내버스_이비,-2800,KRW,K-패스 하나 체크카드,
2025-08-30,07:39,지출,교통,대중교통,티머니 지하철,-2250,KRW,K-패스 하나 체크카드,
2025-08-29,20:32,지출,교통,대중교통,티머니 지하철,-800,KRW,K-패스 하나 체크카드,
2025-08-29,20:01,지출,교통,대중교통,경기시내버스_이비,-2800,KRW,K-패스 하나 체크카드,
2025-08-29,19:58,지출,생활,생필품,주식회사 아성다이소,-1982,KRW,네이버페이 간편결제(머니),
2025-08-29,19:58,지출,생활,생필품,주식회사 아성다이소,-18,KRW,네이버페이 간편결제(포인트),
2025-08-29,14:05,지출,카페/간식,커피/음료,메가MGC커피 종각역점,-6834,KRW,네이버페이 간편결제(머니),
2025-08-29,14:05,지출,카페/간식,커피/음료,메가MGC커피 종각역점,-566,KRW,네이버페이 간편결제(포인트),
2025-08-29,13:50,지출,금융,은행,송금 내역,-12000,KRW,카카오페이 머니,
2025-08-29,09:18,지출,온라인쇼핑,결제/충전,나이스_결제,-2500,KRW,네이버페이 머니 하나 통장,
2025-08-29,07:37,지출,교통,대중교통,티머니 지하철,-2250,KRW,K-패스 하나 체크카드,
2025-08-28,22:35,지출,생활,편의점,씨유(CU) 이천현대7차점,-14200,KRW,국민내일배움 FANtastic S 체크,
2025-08-28,20:40,지출,교통,대중교통,티머니 지하철,-800,KRW,K-패스 하나 체크카드,
2025-08-28,20:04,지출,교통,대중교통,경기시내버스_이비,-2800,KRW,K-패스 하나 체크카드,
2025-08-28,19:01,지출,문화/여가,게임,PAYPAL *EPIC GAMES,-20201,KRW,네이버페이 간편결제(머니),
2025-08-28,19:01,지출,문화/여가,게임,PAYPAL *EPIC GAMES,-20201,KRW,네이버페이 머니,
2025-08-28,13:51,지출,금융,은행,송금 내역,-10000,KRW,카카오페이 머니,
2025-08-28,08:34,지출,교통,대중교통,경기시내버스_이비,-1350,KRW,네이버페이 머니 하나 체크카드,
2025-08-28,08:31,지출,교통,대중교통,경기시내버스_이비,-1350,KRW,K-패스 하나 체크카드,
2025-08-28,07:38,지출,교통,대중교통,티머니 지하철,-2250,KRW,K-패스 하나 체크카드,
2025-08-27,21:40,지출,교통,철도,코레일유통주식회사/게이트뱅크(일반),-500,KRW,네이버페이 간편결제(머니),
2025-08-27,20:39,지출,교통,대중교통,티머니 지하철,-800,KRW,네이버페이 머니 하나 체크카드,
2025-08-27,20:34,지출,생활,편의점,지에스25 판교스테이트점,-3000,KRW,K-패스 하나 체크카드,
2025-08-27,20:04,지출,교통,대중교통,경기시내버스_이비,-2800,KRW,네이버페이 머니 하나 체크카드,
2025-08-27,13:57,지출,식비,일식,카쯔야 종로점,-32000,KRW,네이버페이 간편결제(머니),
2025-08-27,09:13,지출,온라인쇼핑,결제/충전,나이스_결제,-2400,KRW,네이버페이 머니 하나 통장,
2025-08-27,08:34,지출,교통,대중교통,경기시내버스_이비,-1350,KRW,네이버페이 머니 하나 체크카드,
2025-08-27,07:38,지출,교통,대중교통,티머니 지하철,-2250,KRW,네이버페이 머니 하나 체크카드,
2025-08-26,20:54,지출,교통,대중교통,티머니 지하철,-800,KRW,네이버페이 머니 하나 체크카드,
2025-08-26,20:18,지출,교통,대중교통,경기시내버스_이비,-2800,KRW,네이버페이 머니 하나 체크카드,
2025-08-26,15:05,지출,온라인쇼핑,서비스구독,OPENAI *CHATGPT SUBSCR,-31920,KRW,네이버페이 간편결제(머니),
2025-08-26,15:05,지출,온라인쇼핑,서비스구독,OPENAI *CHATGPT SUBSCR,-31920,KRW,네이버페이 머니,
2025-08-26,13:59,지출,카페/간식,커피/음료,메가엠지씨커피 서울탑골공원점,-6900,KRW,네이버페이 간편결제(머니),
2025-08-26,13:49,지출,식비,한식,취야벌,-21000,KRW,네이버페이 머니 하나 체크카드,
2025-08-26,07:39,지출,교통,대중교통,티머니 지하철,-2250,KRW,네이버페이 머니 하나 체크카드,
2025-08-25,13:57,지출,식비,한식,대성한정식,-7711,KRW,네이버페이 간편결제(머니),
2025-08-25,13:57,지출,식비,한식,대성한정식,-4289,KRW,네이버페이 간편결제(포인트),
2025-08-25,09:22,지출,온라인쇼핑,결제/충전,나이스_결제,-2600,KRW,네이버페이 머니 하나 통장,
2025-08-24,18:09,지출,교통,대중교통,경기시내버스_이비,-1450,KRW,네이버페이 머니 하나 체크카드,
2025-08-24,10:25,지출,교통,대중교통,경기시내버스_이비,-1450,KRW,네이버페이 머니 하나 체크카드,
2025-08-23,23:11,지출,카페/간식,아이스크림/빙수,현대 아이스크림 할인점,-2400,KRW,Deep On (체크),
2025-08-23,20:42,지출,교통,대중교통,티머니 지하철,-800,KRW,네이버페이 머니 하나 체크카드,
2025-08-23,20:12,지출,교통,대중교통,경기시내버스_이비,-2800,KRW,네이버페이 머니 하나 체크카드,
2025-08-23,18:22,지출,카페/간식,아이스크림/빙수,현대 아이스크림 할인점,-600,KRW,Deep On (체크),
2025-08-23,18:19,지출,생활,편의점,지에스GS25 부발역점,-11400,KRW,Deep On (체크),
2025-08-23,14:36,지출,카페/간식,커피/음료,더벤티 이천신하점,-3500,KRW,Deep On (체크),
2025-08-23,08:37,지출,교통,대중교통,경기시내버스_이비,-1350,KRW,네이버페이 머니 하나 체크카드,
2025-08-23,07:40,지출,교통,대중교통,티머니 지하철,-2250,KRW,네이버페이 머니 하나 체크카드,
2025-08-22,22:03,지출,카페/간식,아이스크림/빙수,현대 아이스크림 할인점,-5400,KRW,Deep On (체크),
2025-08-22,13:47,지출,카페/간식,커피/음료,메가엠지씨커피 서울탑골공원점,-4200,KRW,네이버페이 간편결제(머니),
2025-08-22,13:26,지출,식비,뷔페,미락한식뷔페,-10000,KRW,네이버페이 머니 하나 체크카드,
2025-08-21,21:35,지출,의료/건강,약국,용수약국,-4200,KRW,Deep On (체크),
2025-08-21,21:03,지출,교통,대중교통,이동의즐거움,-10000,KRW,네이버페이 간편결제(머니),
2025-08-21,21:03,지출,교통,대중교통,이동의즐거움,-10000,KRW,네이버페이 간편결제(머니),
2025-08-21,20:10,지출,생활,생필품,주식회사 아성다이소,-3956,KRW,네이버페이 간편결제(머니),
2025-08-21,20:10,지출,생활,생필품,주식회사 아성다이소,-44,KRW,네이버페이 간편결제(포인트),
2025-08-21,13:40,지출,카페/간식,커피/음료,메가엠지씨커피 서울탑골공원점,-4400,KRW,네이버페이 간편결제(머니),
2025-08-21,13:39,지출,의료/건강,약국,성당약국,-3000,KRW,K-패스 하나 체크카드,
2025-08-20,15:22,지출,생활,편의점,지에스GS25 부발역점,-8100,KRW,Deep On (체크),
2025-08-20,14:06,지출,생활,편의점,씨유(CU) 인사동이브점,-5760,KRW,네이버페이 간편결제(머니),
2025-08-20,14:06,지출,생활,편의점,씨유(CU) 인사동이브점,-40,KRW,네이버페이 간편결제(포인트),
2025-08-20,13:30,지출,식비,한식,인사동제면소,-12000,KRW,네이버페이 간편결제(머니),
2025-08-20,09:21,지출,생활,편의점,씨유(CU) 인사동이브점,-2566,KRW,네이버페이 간편결제(머니),
2025-08-20,09:21,지출,생활,편의점,씨유(CU) 인사동이브점,-34,KRW,네이버페이 간편결제(포인트),
2025-08-19,13:39,지출,생활,편의점,(주)코리아세븐N,-3500,KRW,네이버페이 머니 하나 통장,
2025-08-19,13:34,지출,카페/간식,커피/음료,메가MGC커피 종각역점,-4294,KRW,네이버페이 간편결제(머니),
2025-08-19,13:34,지출,카페/간식,커피/음료,메가MGC커피 종각역점,-106,KRW,네이버페이 간편결제(포인트),
2025-08-18,21:23,지출,교통,철도,한국철도공사 수도권서부본부별관,-1190,KRW,네이버페이 간편결제(머니),
2025-08-18,21:23,지출,교통,철도,한국철도공사 수도권서부본부별관,-10,KRW,네이버페이 간편결제(포인트),
2025-08-18,15:16,지출,생활,편의점,지에스GS25 부발역점,-10500,KRW,Deep On (체크),
2025-08-18,13:47,지출,카페/간식,커피/음료,메가엠지씨커피 서울탑골공원점,-7786,KRW,네이버페이 간편결제(머니),
2025-08-18,13:47,지출,카페/간식,커피/음료,메가엠지씨커피 서울탑골공원점,-14,KRW,네이버페이 간편결제(포인트),
2025-08-18,13:24,지출,식비,뷔페,미락한식뷔페,-9974,KRW,네이버페이 간편결제(머니),
2025-08-18,13:24,지출,식비,뷔페,미락한식뷔페,-26,KRW,네이버페이 간편결제(포인트),
2025-08-17,21:44,지출,카페/간식,디저트/떡,메고지고 이천하이닉스점,-3900,KRW,Deep On (체크),
2025-08-17,21:43,지출,카페/간식,디저트/떡,메고지고 이천하이닉스점,-10950,KRW,Deep On (체크),
2025-08-17,12:33,지출,카페/간식,커피/음료,더벤티 이천신하점,-3292,KRW,네이버페이 간편결제(머니),
2025-08-17,12:33,지출,카페/간식,커피/음료,더벤티 이천신하점,-208,KRW,네이버페이 간편결제(포인트),
2025-08-16,17:49,지출,카페/간식,아이스크림/빙수,현대 아이스크림 할인점,-600,KRW,Deep On (체크),
2025-08-16,17:44,지출,생활,편의점,지에스GS25 부발역점,-22800,KRW,Deep On (체크),
2025-08-14,13:44,지출,카페/간식,커피/음료,메가MGC커피 종각역점,-2882,KRW,네이버페이 간편결제(머니),
2025-08-14,13:44,지출,카페/간식,커피/음료,메가MGC커피 종각역점,-18,KRW,네이버페이 간편결제(포인트),
2025-08-14,13:25,지출,식비,패스트푸드,버거옥,-5500,KRW,네이버페이 간편결제(머니),
2025-08-13,13:30,지출,금융,은행,송금 내역,-8000,KRW,카카오페이 머니,
2025-08-13,04:30,지출,금융,카드,하나카드_체크,-145550,KRW,네이버페이 머니 하나 통장,
2025-08-12,16:17,지출,온라인쇼핑,인터넷쇼핑,AliExpress L2L,-5190,KRW,네이버페이 간편결제(머니),
2025-08-12,16:14,지출,온라인쇼핑,인터넷쇼핑,AliExpress L2L,-5072,KRW,네이버페이 간편결제(머니),
2025-08-12,16:14,지출,온라인쇼핑,인터넷쇼핑,AliExpress L2L,-118,KRW,네이버페이 간편결제(포인트),
2025-08-12,13:45,지출,식비,한식,취야벌,-23000,KRW,네이버페이 간편결제(머니),
2025-08-12,13:37,지출,생활,편의점,씨유(CU) 이천현대7차점,-1000,KRW,Deep On (체크),
2025-08-12,13:31,지출,생활,편의점,지에스GS25 부발역점,-12000,KRW,Deep On (체크),
2025-08-11,22:37,지출,온라인쇼핑,인터넷쇼핑,AliExpress L2L,-7107,KRW,네이버페이 간편결제(머니),
2025-08-11,14:00,지출,카페/간식,커피/음료,메가MGC커피 종각역점,-7100,KRW,네이버페이 간편결제(머니),
2025-08-11,13:53,지출,금융,은행,송금 내역,-12000,KRW,카카오페이 머니,
2025-08-11,10:14,지출,온라인쇼핑,인터넷쇼핑,삼성08-003건,-22287,KRW,네이버페이 머니 하나 통장,
2025-08-11,09:10,지출,온라인쇼핑,인터넷쇼핑,씨유(CU)인사동이,-2500,KRW,네이버페이 머니 하나 통장,
2025-08-10,12:38,지출,카페/간식,커피/음료,더벤티 이천신하점,-3500,KRW,Deep On (체크),
2025-08-10,10:21,지출,카페/간식,아이스크림/빙수,현대 아이스크림 할인,-600,KRW,네이버페이 간편결제(머니),
2025-08-10,10:21,지출,카페/간식,아이스크림/빙수,현대 아이스크림 할인,-600,KRW,네이버페이 머니,
2025-08-10,10:20,지출,뷰티/미용,헤어샵,문(Moon)헤어살롱,-15000,KRW,네이버페이 간편결제(머니),
2025-08-10,10:20,지출,뷰티/미용,헤어샵,문(Moon)헤어살롱,-15000,KRW,네이버페이 머니,
2025-08-09,20:02,지출,카페/간식,아이스크림/빙수,현대 아이스크림 할인점,-5400,KRW,Deep On (체크),
2025-08-09,19:15,지출,생활,편의점,GS25이천신하점,-5800,KRW,Deep On (체크),
2025-08-09,19:11,지출,생활,편의점,GS25이천신하점,-3000,KRW,Deep On (체크),
2025-08-09,18:48,지출,생활,생필품,주식회사 아성다이소,-19365,KRW,네이버페이 간편결제(머니),
2025-08-09,18:48,지출,생활,생필품,주식회사 아성다이소,-135,KRW,네이버페이 간편결제(포인트),
2025-08-09,12:32,지출,교통,철도,코레일유통주식회사/게이트뱅크(일반),-500,KRW,네이버페이 간편결제(머니),
2025-08-09,11:32,지출,생활,편의점,스토리웨이 미금맞이방 편의점,-3500,KRW,네이버페이 간편결제(머니),
2025-08-08,15:03,지출,온라인쇼핑,서비스구독,Google,-1246,KRW,네이버페이 간편결제(머니),
2025-08-08,15:03,지출,온라인쇼핑,서비스구독,Google,-54,KRW,네이버페이 간편결제(포인트),
2025-08-08,13:42,지출,금융,증권/투자,베트남 플러스99,-10000,KRW,네이버페이 간편결제(머니),
2025-08-08,13:25,지출,온라인쇼핑,서비스구독,ALIPAY CONNECT PTE. LTD,-6197,KRW,카카오페이 간편결제,
2025-08-08,09:07,지출,생활,편의점,씨유(CU) 인사동이브점,-4600,KRW,네이버페이 간편결제(머니),
2025-08-06,21:41,지출,교통,철도,코레일유통주식회,-500,KRW,네이버페이 머니 하나 통장,
2025-08-06,13:29,지출,식비,중식,서울익스프레스88,-8800,KRW,네이버페이 머니 하나 통장,
2025-08-06,09:12,지출,생활,편의점,씨유(CU) 인사동이브점,-2524,KRW,네이버페이 간편결제(머니),
2025-08-06,09:12,지출,생활,편의점,씨유(CU) 인사동이브점,-76,KRW,네이버페이 간편결제(포인트),
2025-08-05,13:34,지출,식비,한식,돈까스 잔치 익스프레스 종로본점,-11938,KRW,네이버페이 간편결제(머니),
2025-08-05,13:34,지출,식비,한식,돈까스 잔치 익스프레스 종로본점,-62,KRW,네이버페이 간편결제(포인트),
2025-08-04,21:21,지출,교통,철도,코레일유통주식회사/게이트뱅크(일반),-500,KRW,네이버페이 간편결제(머니),
2025-08-04,13:26,지출,식비,뷔페,미락한식뷔페,-20000,KRW,네이버페이 머니 하나 통장,
2025-08-04,09:10,지출,생활,편의점,씨유(CU) 인사동이브점,-451,KRW,네이버페이 간편결제(머니),
2025-08-04,09:10,지출,생활,편의점,씨유(CU) 인사동이브점,-49,KRW,네이버페이 간편결제(포인트),
2025-08-04,08:18,지출,온라인쇼핑,인터넷쇼핑,G마켓,-100,KRW,국민행복,
2025-08-03,14:24,지출,카페/간식,커피/음료,봄봄,-4466,KRW,네이버페이 간편결제(머니),
2025-08-03,14:24,지출,카페/간식,커피/음료,봄봄,-34,KRW,네이버페이 간편결제(포인트),
2025-08-02,17:14,지출,카페/간식,커피/음료,더벤티 이천신하점,-4400,KRW,네이버페이 간편결제(머니),
2025-08-01,14:01,지출,금융,은행,송금 내역,-13000,KRW,카카오페이 머니,
2025-08-01,09:02,지출,생활,편의점,씨유(CU) 인사동이브점,-2504,KRW,네이버페이 간편결제(머니),
2025-08-01,09:02,지출,생활,편의점,씨유(CU) 인사동이브점,-96,KRW,네이버페이 간편결제(포인트),
2025-07-31,14:04,지출,금융,은행,송금 내역,-9500,KRW,카카오페이 머니,
2025-07-31,00:00,지출,금융,카드,07월카드사용알림서비스이용료,0,KRW,국민행복,
2025-07-30,13:49,지출,금융,은행,송금 내역,-11000,KRW,카카오페이 머니,
2025-07-30,00:00,지출,문화/여가,도서,알라딘중고서점(종로)-문화비,21600,KRW,K-패스 하나 체크카드,
2025-07-29,23:26,지출,문화/여가,게임,ALIPAY CONNECT PTE. LTD,-16200,KRW,카카오페이 간편결제,
2025-07-29,19:59,지출,문화/여가,도서,알라딘 중고서점 종로점,-10660,KRW,네이버페이 간편결제(머니),
2025-07-29,19:59,지출,문화/여가,도서,알라딘 중고서점 종로점,-40,KRW,네이버페이 간편결제(포인트),
2025-07-29,18:33,지출,온라인쇼핑,인터넷쇼핑,주식회사 카카오,-3300,KRW,카카오페이 간편결제,
2025-07-29,14:09,지출,금융,은행,송금 내역,-10000,KRW,카카오페이 머니,
2025-07-29,14:08,지출,금융,세금/과태료,빽다방종로3가낙,-3200,KRW,네이버페이 머니 하나 통장,
2025-07-28,14:05,지출,문화/여가,도서,알라딘중고서점(,-21600,KRW,네이버페이 머니 하나 통장,
2025-07-28,13:53,지출,식비,한식,강원도집,-16000,KRW,네이버페이 머니 하나 통장,
2025-07-28,09:10,지출,온라인쇼핑,인터넷쇼핑,씨유(CU)인사동이,-2500,KRW,네이버페이 머니 하나 통장,
2025-07-27,15:38,지출,카페/간식,커피/음료,더벤티 이천신하점,-4400,KRW,Deep On (체크),
2025-07-27,11:16,지출,생활,편의점,씨유(CU) 이천현대7차점,-2600,KRW,Deep On (체크),
2025-07-26,18:42,지출,생활,마트,부발농업협동조합신하지점,-2350,KRW,Deep On (체크),
2025-07-26,12:37,지출,카페/간식,커피/음료,더벤티 이천신하점,-3500,KRW,Deep On (체크),
2025-07-25,19:15,지출,식비,패스트푸드,BKR버거킹종로점,-3900,KRW,네이버페이 간편결제(머니),
2025-07-25,13:32,지출,금융,은행,송금 내역,-1000,KRW,카카오페이 머니,
2025-07-24,20:50,지출,생활,생필품,주식회사 아성다이소,-1970,KRW,네이버페이 간편결제(머니),
2025-07-24,20:50,지출,생활,생필품,주식회사 아성다이소,-30,KRW,네이버페이 간편결제(포인트),
2025-07-24,13:26,지출,식비,뷔페,미락한식뷔페,-10000,KRW,네이버페이 머니 하나 통장,
2025-07-24,09:09,지출,온라인쇼핑,인터넷쇼핑,씨유(CU)인사동이,-2500,KRW,네이버페이 머니 하나 통장,
2025-07-23,20:05,지출,교통,철도,코레일유통주식회사/게이트뱅크(일반),-500,KRW,네이버페이 간편결제(머니),
2025-07-23,13:50,지출,온라인쇼핑,인터넷쇼핑,153구포국수종로,-9500,KRW,네이버페이 머니 하나 통장,
2025-07-23,13:09,지출,온라인쇼핑,서비스구독,Google,-1062,KRW,네이버페이 간편결제(머니),
2025-07-23,13:09,지출,온라인쇼핑,서비스구독,Google,-1238,KRW,네이버페이 간편결제(포인트),
2025-07-23,11:22,지출,온라인쇼핑,서비스구독,ALIPAY CONNECT PTE. LTD,-16370,KRW,카카오페이 간편결제,
2025-07-22,19:31,지출,온라인쇼핑,서비스구독,Google,-2300,KRW,네이버페이 간편결제(포인트),
2025-07-22,17:32,지출,온라인쇼핑,서비스구독,ALIPAY CONNECT PTE. LTD,-16370,KRW,카카오페이 간편결제,
2025-07-22,15:21,지출,온라인쇼핑,결제/충전,(주)KG이니시스,-1148,KRW,네이버페이 간편결제(머니),
2025-07-22,15:21,지출,온라인쇼핑,결제/충전,(주)KG이니시스,-1148,KRW,네이버페이 머니,
2025-07-22,13:55,지출,생활,편의점,(주)코리아세븐N,-3200,KRW,네이버페이 머니 하나 통장,
2025-07-22,13:38,지출,식비,한식,수제왕돈까스,-7000,KRW,네이버페이 머니 하나 통장,
2025-07-22,09:15,지출,온라인쇼핑,인터넷쇼핑,씨유(CU)인사동이,-2500,KRW,네이버페이 머니 하나 통장,
2025-07-21,17:24,지출,온라인쇼핑,서비스구독,Google,-1770,KRW,네이버페이 간편결제(포인트),
2025-07-21,13:54,지출,생활,편의점,씨유(CU)낙원점,-5200,KRW,네이버페이 머니 하나 통장,
2025-07-21,07:07,지출,온라인쇼핑,결제/충전,(주)KG이니시스,1883,KRW,네이버페이 간편결제(머니),
2025-07-20,14:35,지출,온라인쇼핑,결제/충전,(주)KG이니시스,-1151,KRW,네이버페이 간편결제(머니),
2025-07-20,14:35,지출,온라인쇼핑,결제/충전,(주)KG이니시스,-1151,KRW,네이버페이 머니,
2025-07-20,03:27,지출,온라인쇼핑,결제/충전,(주)KG이니시스,-1151,KRW,네이버페이 간편결제(머니),
2025-07-20,03:27,지출,온라인쇼핑,결제/충전,(주)KG이니시스,-1151,KRW,네이버페이 머니,
2025-07-19,18:50,지출,온라인쇼핑,결제/충전,(주)KG이니시스,-1883,KRW,네이버페이 간편결제(머니),
2025-07-19,18:50,지출,온라인쇼핑,결제/충전,(주)KG이니시스,-1883,KRW,네이버페이 머니,
2025-07-19,11:27,지출,온라인쇼핑,결제/충전,(주)KG이니시스,-1151,KRW,네이버페이 간편결제(머니),
2025-07-19,11:27,지출,온라인쇼핑,결제/충전,(주)KG이니시스,-1151,KRW,네이버페이 머니,
2025-07-19,00:00,지출,문화/여가,도서,알라딘중고서점(종로)-문화비,11000,KRW,K-패스 하나 체크카드,
2025-07-18,19:25,지출,교통,대중교통,티머니 지하철,-800,KRW,네이버페이 머니 하나 체크카드,
2025-07-18,18:34,지출,교통,대중교통,경기시내버스_이비,-2800,KRW,네이버페이 머니 하나 체크카드,
2025-07-18,15:12,지출,온라인쇼핑,결제/충전,(주)KG이니시스,-3767,KRW,네이버페이 간편결제(머니),
2025-07-18,15:12,지출,온라인쇼핑,결제/충전,(주)KG이니시스,-3767,KRW,네이버페이 머니,
2025-07-18,14:14,지출,문화/여가,도서,알라딘중고서점(,-7600,KRW,네이버페이 머니 하나 통장,
2025-07-18,14:10,지출,생활,생필품,주식회사 아성다이소,-6000,KRW,네이버페이 간편결제(포인트),
2025-07-18,09:16,지출,온라인쇼핑,인터넷쇼핑,씨유(CU)인사동이,-2500,KRW,네이버페이 머니 하나 통장,
2025-07-18,08:31,지출,교통,대중교통,경기시내버스_이비,-1350,KRW,네이버페이 머니 하나 체크카드,
2025-07-18,07:38,지출,교통,대중교통,티머니 지하철,-2250,KRW,네이버페이 머니 하나 체크카드,
2025-07-17,21:14,지출,온라인쇼핑,결제/충전,Alipay Plus,1231,KRW,네이버페이 간편결제(머니),
2025-07-17,13:26,지출,식비,한식,굿모닝 삼일대로점,-7000,KRW,네이버페이 머니 하나 체크카드,
2025-07-17,09:21,지출,생활,편의점,씨유(CU)인사동이브점,-2600,KRW,네이버페이 머니 하나 체크카드,
2025-07-16,18:27,지출,문화/여가,도서,알라딘중고서점(,-11000,KRW,네이버페이 머니 하나 통장,
2025-07-16,09:12,지출,온라인쇼핑,인터넷쇼핑,씨유(CU)인사동이,-2600,KRW,네이버페이 머니 하나 통장,
2025-07-15,16:11,지출,온라인쇼핑,결제/충전,Alipay Plus,89899,KRW,네이버페이 간편결제(머니),
2025-07-15,15:36,지출,온라인쇼핑,결제/충전,Alipay Plus,-89899,KRW,네이버페이 간편결제(머니),
2025-07-15,14:00,지출,온라인쇼핑,인터넷쇼핑,씨유(CU)인사동이,-2600,KRW,네이버페이 머니 하나 통장,
2025-07-15,13:51,지출,식비,한식,서울뚝배기,-16000,KRW,네이버페이 머니 하나 통장,
2025-07-14,18:44,지출,생활,편의점,(주)코리아세븐N,-3200,KRW,네이버페이 머니 하나 통장,
2025-07-14,07:55,지출,온라인쇼핑,인터넷쇼핑,SSG.COM,29925,KRW,국민행복,
2025-07-14,07:54,지출,온라인쇼핑,인터넷쇼핑,SSG.COM,-29295,KRW,국민행복,
2025-07-14,07:49,지출,온라인쇼핑,인터넷쇼핑,SSG.COM,-29925,KRW,국민행복,
2025-07-14,04:39,지출,금융,카드,하나카드_체크,-17550,KRW,네이버페이 머니 하나 통장,
2025-07-13,11:28,지출,카페/간식,아이스크림/빙수,현대 아이스크림 할인,-600,KRW,네이버페이 간편결제(머니),
2025-07-13,11:28,지출,카페/간식,아이스크림/빙수,현대 아이스크림 할인,-600,KRW,네이버페이 머니,
