날짜,시간,타입,대분류,소분류,내용,금액,화폐,결제수단,메모
2025-07-13,11:26,지출,뷰티/미용,헤어샵,문(Moon)헤어살롱,-15000,KRW,네이버페이 간편결제(머니),
2025-07-13,11:26,지출,뷰티/미용,헤어샵,문(Moon)헤어살롱,-15000,KRW,네이버페이 머니,
2025-07-11,14:11,지출,문화/여가,도서,알라딘중고서점(,-11540,KRW,네이버페이 머니 하나 통장,
2025-07-11,13:58,지출,식비,한식,순천식당,-20000,KRW,네이버페이 머니 하나 통장,
2025-07-10,18:40,지출,문화/여가,도서,알라딘중고서점(종로),-21000,KRW,네이버페이 간편결제(머니),
2025-07-10,18:40,지출,문화/여가,도서,알라딘중고서점(종로),-21000,KRW,네이버페이 머니,
2025-07-10,13:22,지출,생활,편의점,씨유(CU) 인사동이브,-3500,KRW,네이버페이 간편결제(머니),
2025-07-10,13:22,지출,생활,편의점,씨유(CU) 인사동이브,-3500,KRW,네이버페이 머니,
2025-07-10,10:14,지출,온라인쇼핑,인터넷쇼핑,삼성07-003건,-22287,KRW,네이버페이 머니 하나 통장,
2025-07-10,09:13,지출,생활,편의점,(주)코리아세븐N,-7600,KRW,네이버페이 머니 하나 통장,
2025-07-09,21:02,지출,교통,철도,코레일유통주식회사/게이트뱅크(일반),-500,KRW,네이버페이 간편결제(머니),
2025-07-09,19:59,지출,생활,미분류,지에스25판교스,-3400,KRW,네이버페이 머니 하나 통장,
2025-07-09,18:20,지출,온라인쇼핑,결제/충전,Alipay Plus,11845,KRW,네이버페이 간편결제(머니),
2025-07-09,17:44,지출,온라인쇼핑,결제/충전,Alipay Plus,-15383,KRW,네이버페이 간편결제(머니),
2025-07-09,13:31,지출,식비,한식,푸드까페 김밥천국 종,-4000,KRW,네이버페이 간편결제(머니),
2025-07-09,13:31,지출,식비,한식,푸드까페 김밥천국 종,-4000,KRW,네이버페이 머니,
2025-07-09,06:37,지출,주거/통신,휴대폰,LG  U+통신요금  자동이체,-990,KRW,국민행복,
2025-07-08,20:43,지출,교통,철도,코레일유통주식회,-400,KRW,네이버페이 머니 하나 통장,
2025-07-08,17:24,지출,온라인쇼핑,서비스구독,ALIPAY CONNECT PTE. LTD,-22809,KRW,카카오페이 간편결제,
2025-07-08,13:59,지출,생활,생필품,주식회사 아성다이소,-6000,KRW,네이버페이 간편결제(머니),
2025-07-08,13:59,지출,생활,생필품,주식회사 아성다이소,-6000,KRW,네이버페이 머니,
2025-07-08,13:30,지출,식비,패스트푸드,BKR버거킹종로점,-7700,KRW,네이버페이 간편결제(머니),
2025-07-08,13:30,지출,식비,패스트푸드,BKR버거킹종로점,-7700,KRW,네이버페이 머니,
2025-07-08,13:15,지출,온라인쇼핑,서비스구독,Google,9570,KRW,네이버페이 간편결제(머니),
2025-07-08,10:18,지출,온라인쇼핑,서비스구독,GMTPOINT,-27000,KRW,네이버페이 간편결제(머니),
2025-07-07,13:15,지출,온라인쇼핑,서비스구독,Google,-9570,KRW,네이버페이 간편결제(머니),
2025-07-07,12:58,지출,온라인쇼핑,결제/충전,Alipay Plus,8056,KRW,네이버페이 간편결제(머니),
2025-07-07,07:38,지출,온라인쇼핑,결제/충전,(주)KG이니시스,24093,KRW,네이버페이 간편결제(머니),
2025-07-05,21:23,지출,온라인쇼핑,결제/충전,(주)KG이니시스,-4530,KRW,네이버페이 간편결제(머니),
2025-07-05,21:23,지출,온라인쇼핑,결제/충전,(주)KG이니시스,-4530,KRW,네이버페이 머니,
2025-07-05,20:32,지출,온라인쇼핑,결제/충전,(주)KG이니시스,-24093,KRW,네이버페이 간편결제(머니),
2025-07-05,20:32,지출,온라인쇼핑,결제/충전,(주)KG이니시스,-24093,KRW,네이버페이 머니,
2025-07-05,15:16,지출,식비,식재료,(주)이스턴웰스본사,-396,KRW,네이버페이 간편결제(머니),
2025-07-05,15:16,지출,식비,식재료,(주)이스턴웰스본사,-4,KRW,네이버페이 간편결제(포인트),
2025-07-03,15:03,지출,식비,식재료,(주)이스턴웰스본사,-400,KRW,네이버페이 간편결제(머니),
2025-07-02,20:30,지출,생활,생필품,주식회사 아성다이소,-1630,KRW,네이버페이 간편결제(머니),
2025-07-02,20:30,지출,생활,생필품,주식회사 아성다이소,-1870,KRW,네이버페이 간편결제(포인트),
2025-07-01,16:51,지출,패션/쇼핑,패션,포스티,-100,KRW,토스 간편결제,
2025-07-01,00:33,지출,온라인쇼핑,결제/충전,Alipay Plus,-14870,KRW,네이버페이 간편결제(머니),
2025-06-30,00:00,지출,금융,카드,06월카드사용알림서비스이용료,0,KRW,국민행복,
2025-06-27,21:06,지출,교통,대중교통,티머니 지하철,-800,KRW,네이버페이 머니 하나 체크카드,
2025-06-27,20:20,지출,교통,대중교통,티머니 버스,-3000,KRW,네이버페이 머니 하나 체크카드,
2025-06-27,18:41,지출,카페/간식,베이커리,빵집오빠 하이닉스점,-3000,KRW,네이버페이 간편결제(머니),
2025-06-27,15:16,지출,교통,대중교통,경기시내버스_이비,-1500,KRW,네이버페이 머니 하나 체크카드,
2025-06-27,14:14,지출,교통,대중교통,티머니 지하철,-2100,KRW,네이버페이 머니 하나 체크카드,
2025-06-26,22:40,지출,온라인쇼핑,인터넷쇼핑,알리익스프레스,-7057,KRW,네이버페이 간편결제(머니),
2025-06-26,22:40,지출,온라인쇼핑,인터넷쇼핑,알리익스프레스,-440,KRW,네이버페이 간편결제(포인트),
2025-06-25,16:41,지출,온라인쇼핑,결제/충전,Alipay Plus,13164,KRW,네이버페이 간편결제(머니),
2025-06-25,16:37,지출,온라인쇼핑,결제/충전,Alipay Plus,12769,KRW,네이버페이 간편결제(머니),
2025-06-25,16:01,지출,온라인쇼핑,결제/충전,Alipay Plus,-14204,KRW,네이버페이 간편결제(머니),
2025-06-25,15:51,지출,온라인쇼핑,결제/충전,Alipay Plus,15011,KRW,네이버페이 간편결제(머니),
2025-06-25,15:10,지출,온라인쇼핑,결제/충전,Alipay Plus,-15011,KRW,네이버페이 간편결제(머니),
2025-06-25,15:08,지출,온라인쇼핑,결제/충전,Alipay Plus,-13164,KRW,네이버페이 간편결제(머니),
2025-06-25,09:55,지출,교통,대중교통,경기시내버스_이비,-1450,KRW,네이버페이 머니 하나 체크카드,
2025-06-25,08:28,지출,교통,대중교통,경기시내버스_이비,-50,KRW,네이버페이 머니 하나 체크카드,
2025-06-25,08:14,지출,교통,대중교통,티머니 지하철,-1400,KRW,네이버페이 머니 하나 체크카드,
2025-06-24,09:46,지출,카페/간식,아이스크림/빙수,미니 아이스크림점,-600,KRW,네이버페이 머니 하나 체크카드,
2025-06-24,08:17,지출,온라인쇼핑,서비스구독,정기과금_블루월넛,-725,KRW,네이버페이 머니 하나 체크카드,
2025-06-23,18:41,지출,카페/간식,커피/음료,빽다방 이천하이닉스점,-2000,KRW,네이버페이 간편결제(포인트),
2025-06-23,12:30,지출,식비,식재료,(주)이스턴웰스본사,-400,KRW,네이버페이 간편결제(포인트),
2025-06-22,12:22,지출,교통,대중교통,경기시내버스_이비,-1450,KRW,네이버페이 머니 하나 체크카드,
2025-06-22,11:01,지출,카페/간식,아이스크림/빙수,현대 아이스크림 할인,-600,KRW,네이버페이 간편결제(머니),
2025-06-22,11:01,지출,카페/간식,아이스크림/빙수,현대 아이스크림 할인,-600,KRW,네이버페이 머니,
2025-06-22,11:00,지출,뷰티/미용,헤어샵,문(Moon)헤어살롱,-15000,KRW,네이버페이 간편결제(머니),
2025-06-22,11:00,지출,뷰티/미용,헤어샵,문(Moon)헤어살롱,-15000,KRW,네이버페이 머니,
2025-06-21,12:14,지출,생활,편의점,지에스25 이천터미널점,-2600,KRW,네이버페이 머니 하나 체크카드,
2025-06-21,07:52,지출,교통,대중교통,경기시내버스_이비,-1450,KRW,네이버페이 머니 하나 체크카드,
2025-06-20,13:31,지출,금융,은행,부발농업협동조합신하,-2600,KRW,네이버페이 간편결제(머니),
2025-06-20,13:31,지출,금융,은행,부발농업협동조합신하,-2600,KRW,네이버페이 머니,
2025-06-19,21:07,지출,카페/간식,아이스크림/빙수,하드나라 신하점,-500,KRW,네이버페이 간편결제(포인트),
2025-06-19,18:22,지출,생활,가구/가전,평택미놀타OA,-1000,KRW,네이버페이 간편결제(머니),
2025-06-19,18:22,지출,생활,가구/가전,평택미놀타OA,-1000,KRW,네이버페이 머니,
2025-06-19,07:59,지출,생활,편의점,GS25이천신하점,-2200,KRW,네이버페이 간편결제(머니),
2025-06-19,07:59,지출,생활,편의점,GS25이천신하점,-2200,KRW,네이버페이 머니,
2025-06-19,07:59,지출,생활,편의점,GS25이천신하점,3100,KRW,네이버페이 간편결제(머니),
2025-06-19,07:58,지출,금융,은행,네이버파이낸셜,-3100,KRW,네이버페이 머니 하나 통장,
2025-06-19,07:58,지출,생활,편의점,GS25이천신하점,-3100,KRW,네이버페이 간편결제(머니),
2025-06-19,05:49,지출,온라인쇼핑,결제/충전,(주)KG이니시스,2030,KRW,네이버페이 간편결제(머니),
2025-06-18,00:45,지출,문화/여가,미분류,ALIPAY CONNECT PTE. LTD,3046,KRW,카카오페이 간편결제,
2025-06-17,20:58,지출,온라인쇼핑,결제/충전,(주)KG이니시스,-2030,KRW,네이버페이 간편결제(머니),
2025-06-17,20:58,지출,온라인쇼핑,결제/충전,(주)KG이니시스,-2030,KRW,네이버페이 머니,
2025-06-17,20:31,지출,온라인쇼핑,결제/충전,(주)KG이니시스,-2030,KRW,네이버페이 간편결제(머니),
2025-06-17,20:31,지출,온라인쇼핑,결제/충전,(주)KG이니시스,-2030,KRW,네이버페이 머니,
2025-06-17,17:49,지출,온라인쇼핑,서비스구독,ALIPAY CONNECT PTE. LTD,-2010,KRW,카카오페이 간편결제,
2025-06-17,17:43,지출,온라인쇼핑,서비스구독,ALIPAY CONNECT PTE. LTD,-1218,KRW,카카오페이 간편결제,
2025-06-17,16:13,지출,온라인쇼핑,서비스구독,ALIPAY CONNECT PTE. LTD,-3046,KRW,카카오페이 간편결제,
2025-06-17,14:55,지출,온라인쇼핑,결제/충전,(주)KG이니시스,-1115,KRW,네이버페이 간편결제(머니),
2025-06-17,14:55,지출,온라인쇼핑,결제/충전,(주)KG이니시스,-1115,KRW,네이버페이 머니,
2025-06-17,13:53,지출,생활,가구/가전,평택미놀타OA,-1000,KRW,네이버페이 간편결제(머니),
2025-06-17,13:53,지출,생활,가구/가전,평택미놀타OA,-1000,KRW,네이버페이 머니,
2025-06-17,13:45,지출,생활,가구/가전,평택미놀타OA,-3000,KRW,네이버페이 간편결제(머니),
2025-06-17,13:45,지출,생활,가구/가전,평택미놀타OA,-3000,KRW,네이버페이 머니,
2025-06-16,09:35,지출,경조/선물,선물,포인트선물,-1796,KRW,네이버페이 간편결제(포인트),
2025-06-15,17:34,지출,금융,은행,부발농업협동조합신하,-2290,KRW,네이버페이 간편결제(머니),
2025-06-15,17:34,지출,금융,은행,부발농업협동조합신하,-2290,KRW,네이버페이 머니,
2025-06-13,14:00,지출,금융,은행,부발농업협동조합신하,-2860,KRW,네이버페이 간편결제(머니),
2025-06-13,14:00,지출,금융,은행,부발농업협동조합신하,-2860,KRW,네이버페이 머니,
2025-06-13,11:55,지출,온라인쇼핑,인터넷쇼핑,Temu,-10932,KRW,토스 간편결제,
2025-06-13,11:55,지출,생활,편의점,토스페이,-13103,KRW,토스뱅크 통장,
2025-06-13,07:57,지출,카페/간식,아이스크림/빙수,하드나라 신하점,-500,KRW,네이버페이 간편결제(포인트),
2025-06-13,04:30,지출,금융,카드,하나카드_체크,-7250,KRW,네이버페이 머니 하나 통장,
2025-06-12,13:40,지출,생활,마트,이마트에브리데이 이,-1380,KRW,네이버페이 간편결제(머니),
2025-06-12,13:40,지출,생활,마트,이마트에브리데이 이,-1380,KRW,네이버페이 머니,
2025-06-12,13:37,지출,생활,생필품,주식회사 아성다이소,-2000,KRW,네이버페이 간편결제(머니),
2025-06-12,13:37,지출,생활,생필품,주식회사 아성다이소,-2000,KRW,네이버페이 머니,
2025-06-11,14:14,지출,온라인쇼핑,인터넷쇼핑,Temu.com,-21922,KRW,국민행복,
2025-06-10,19:08,지출,교통,대중교통,경기시내버스_이비,-1450,KRW,네이버페이 머니 하나 체크카드,
2025-06-10,18:57,지출,교통,대중교통,경기시내버스_이비,-1450,KRW,네이버페이 머니 하나 체크카드,
2025-06-10,18:21,지출,교통,대중교통,경기시내버스_이비,-1450,KRW,네이버페이 머니 하나 체크카드,
2025-06-10,15:52,지출,온라인쇼핑,인터넷쇼핑,쿠팡 주식회사,3000,KRW,네이버페이 간편결제(머니),
2025-06-10,15:40,지출,온라인쇼핑,인터넷쇼핑,쿠팡 주식회사,-3000,KRW,네이버페이 간편결제(머니),
2025-06-10,15:40,지출,온라인쇼핑,인터넷쇼핑,쿠팡 주식회사,-3000,KRW,네이버페이 머니,
2025-06-10,10:12,지출,온라인쇼핑,인터넷쇼핑,삼성06-003건,-22287,KRW,네이버페이 머니 하나 통장,
2025-06-10,08:01,지출,카페/간식,아이스크림/빙수,하드나라 신하점,-500,KRW,네이버페이 간편결제(머니),
2025-06-10,06:44,지출,온라인쇼핑,인터넷쇼핑,G마켓,-690,KRW,국민행복,
2025-06-09,14:07,지출,생활,생활서비스,(주)지에스네트웍스,-3400,KRW,KB국민 첵첵 체크카드(RF),
2025-06-09,13:28,지출,생활,마트,이마트에브리데이 이,-1200,KRW,네이버페이 간편결제(머니),
2025-06-09,13:28,지출,생활,마트,이마트에브리데이 이,-1200,KRW,네이버페이 머니,
2025-06-09,13:25,지출,생활,마트,*15원캐쉬백다이소,-2985,KRW,KB종합통장-저축예금,
2025-06-09,13:24,지출,생활,생필품,주식회사 아성다이소,-1700,KRW,네이버페이 간편결제(머니),
2025-06-09,13:24,지출,생활,생필품,주식회사 아성다이소,-1700,KRW,네이버페이 머니,
2025-06-05,00:00,지출,온라인쇼핑,서비스구독,WHALECOTECHN,30747,KRW,국민행복,
2025-06-04,13:42,지출,금융,세금/과태료,지자체세입금(무인민,-500,KRW,네이버페이 간편결제(머니),
2025-06-04,13:42,지출,금융,세금/과태료,지자체세입금(무인민,-500,KRW,네이버페이 머니,
2025-06-04,12:00,지출,온라인쇼핑,인터넷쇼핑,Temu.com,-31669,KRW,국민행복,
2025-06-03,15:19,지출,금융,증권/투자,코인원,-5000,KRW,입출금통장,
2025-06-03,15:17,지출,금융,증권/투자,코인원,-5000,KRW,입출금통장,
2025-06-03,00:00,지출,온라인쇼핑,서비스구독,WHALECOTECHN,73181,KRW,국민행복,
2025-06-02,16:10,지출,문화/여가,게임,주식회사 아이디팜컴퍼니,-1100,KRW,토스 간편결제,
2025-06-02,16:05,지출,문화/여가,게임,(주) 아이디팜컴퍼,-25000,KRW,토스뱅크 통장,
2025-06-02,11:08,지출,온라인쇼핑,인터넷쇼핑,Temu.com,-73181,KRW,국민행복,
2025-06-01,17:43,지출,온라인쇼핑,인터넷쇼핑,Temu,-3038,KRW,토스 간편결제,
2025-06-01,17:43,지출,생활,편의점,토스페이,-14240,KRW,토스뱅크 통장,
2025-05-31,21:04,지출,카페/간식,아이스크림/빙수,하드나라 신하점,-500,KRW,네이버페이 간편결제(머니),
2025-05-31,00:00,지출,금융,카드,05월카드사용알림서비스이용료,0,KRW,국민행복,
2025-05-30,15:32,지출,금융,은행,부발농업협동조합신하,-3740,KRW,네이버페이 간편결제(머니),
2025-05-30,15:32,지출,금융,은행,부발농업협동조합신하,-3740,KRW,네이버페이 머니,
2025-05-29,21:07,지출,생활,편의점,GS25이천신하점,-1800,KRW,네이버페이 간편결제(머니),
2025-05-29,21:07,지출,생활,편의점,GS25이천신하점,-1800,KRW,네이버페이 머니,
2025-05-27,13:43,지출,생활,마트,이마트에브리데이 이천부발점,-2270,KRW,네이버페이 간편결제(머니),
2025-05-27,13:38,지출,생활,생필품,주식회사 아성다이소,-1000,KRW,네이버페이 간편결제(머니),
2025-05-27,13:35,지출,생활,생필품,주식회사 아성다이소,-1493,KRW,네이버페이 간편결제(머니),
2025-05-27,13:35,지출,생활,생필품,주식회사 아성다이소,-7,KRW,네이버페이 간편결제(포인트),
2025-05-26,16:23,지출,온라인쇼핑,인터넷쇼핑,Temu,3012,KRW,토스 간편결제,
2025-05-26,16:23,지출,생활,편의점,토스페이,-213,KRW,토스뱅크 통장,
2025-05-26,11:22,지출,온라인쇼핑,인터넷쇼핑,Temu,13077,KRW,토스 간편결제,
2025-05-26,11:22,지출,생활,편의점,토스페이,-10278,KRW,토스뱅크 통장,
2025-05-24,21:05,지출,생활,편의점,GS25이천신하점,-900,KRW,네이버페이 간편결제(머니),
2025-05-24,21:05,지출,생활,편의점,GS25이천신하점,-900,KRW,네이버페이 머니,
2025-05-22,18:15,지출,온라인쇼핑,인터넷쇼핑,Temu,-5789,KRW,토스 간편결제,
2025-05-22,18:15,지출,생활,편의점,토스페이,-13642,KRW,토스뱅크 통장,
2025-05-21,08:59,지출,문화/여가,게임,ALIPAY CONNECT PTE. LTD,-4120,KRW,카카오페이 간편결제,
2025-05-20,12:41,지출,생활,마트,이마트에브리데이 이,-4270,KRW,네이버페이 간편결제(머니),
2025-05-20,12:41,지출,생활,마트,이마트에브리데이 이,-4270,KRW,네이버페이 머니,
2025-05-20,12:37,지출,생활,생필품,주식회사 아성다이소,-1000,KRW,네이버페이 간편결제(머니),
2025-05-20,12:37,지출,생활,생필품,주식회사 아성다이소,-1000,KRW,네이버페이 머니,
2025-05-20,08:13,지출,문화/여가,게임,한국닌텐도 주식회사,-8740,KRW,토스 간편결제,
2025-05-20,07:57,지출,카페/간식,아이스크림/빙수,하드나라 신하점,-500,KRW,네이버페이 간편결제(머니),
2025-05-17,20:18,지출,교통,대중교통,경기시내버스_이비,-1450,KRW,네이버페이 머니 하나 체크카드,
2025-05-17,07:59,지출,카페/간식,아이스크림/빙수,하드나라 신하점,-500,KRW,네이버페이 간편결제(머니),
2025-05-16,14:08,지출,온라인쇼핑,인터넷쇼핑,번개장터,3000,KRW,토스 간편결제,
2025-05-16,14:08,지출,생활,편의점,토스페이,-3000,KRW,토스뱅크 통장,
2025-05-15,20:09,지출,카페/간식,아이스크림/빙수,하드나라 신하점,-500,KRW,네이버페이 간편결제(머니),
2025-05-15,13:32,지출,카페/간식,커피/음료,더벤티 이천신하점,-2838,KRW,네이버페이 간편결제(머니),
2025-05-15,13:32,지출,카페/간식,커피/음료,더벤티 이천신하점,-162,KRW,네이버페이 간편결제(포인트),
2025-05-13,20:04,지출,카페/간식,아이스크림/빙수,하드나라 신하점,-500,KRW,네이버페이 간편결제(머니),
2025-05-13,04:30,지출,금융,카드,하나카드_체크,-8950,KRW,네이버페이 머니 하나 통장,
2025-05-12,13:41,지출,생활,생필품,주식회사 아성다이소,-2462,KRW,네이버페이 간편결제(머니),
2025-05-12,13:41,지출,생활,생필품,주식회사 아성다이소,-38,KRW,네이버페이 간편결제(포인트),
2025-05-12,10:12,지출,온라인쇼핑,인터넷쇼핑,삼성05-003건,-22287,KRW,네이버페이 머니 하나 통장,
2025-05-10,13:35,지출,의료/건강,약국,효양약국,-12000,KRW,네이버페이 간편결제(머니),
2025-05-09,20:07,지출,생활,편의점,GS25이천신하점,-1700,KRW,네이버페이 간편결제(머니),
2025-05-09,20:07,지출,생활,편의점,GS25이천신하점,-1700,KRW,네이버페이 머니,
2025-05-09,11:47,지출,교통,대중교통,경기시내버스_이비,-1450,KRW,네이버페이 머니 하나 체크카드,
2025-05-08,16:15,지출,교통,대중교통,경기시내버스_이비,-1450,KRW,네이버페이 머니 하나 체크카드,
2025-05-08,13:39,지출,생활,마트,(주)이마트,-2160,KRW,네이버페이 머니 하나 통장,
2025-05-08,13:34,지출,교통,대중교통,경기시내버스_이비,-1450,KRW,네이버페이 머니 하나 체크카드,
2025-05-08,10:23,지출,카페/간식,아이스크림/빙수,해피트리 아이스크림 할인점,-800,KRW,네이버페이 간편결제(머니),
2025-05-08,10:18,지출,문화/여가,게임,디앤디,-17000,KRW,네이버페이 간편결제(머니),
2025-05-08,10:18,지출,문화/여가,게임,디앤디,-17000,KRW,네이버페이 머니,
2025-05-07,18:57,지출,온라인쇼핑,인터넷쇼핑,ALIEXPRESS.COM,-946,KRW,토스 간편결제,
2025-05-06,16:48,지출,온라인쇼핑,결제/충전,스마일페이 옥션 상품권,-21800,KRW,국민행복,
2025-05-05,15:35,지출,온라인쇼핑,인터넷쇼핑,번개장터,-2880,KRW,네이버페이 간편결제(머니),
2025-05-05,15:35,지출,온라인쇼핑,인터넷쇼핑,번개장터,-6111,KRW,네이버페이 간편결제(포인트),
2025-05-04,12:13,지출,문화/여가,게임,한국닌텐도 주식회사,-2990,KRW,토스 간편결제,
2025-05-02,17:56,지출,교통,대중교통,경기시내버스_이비,-1450,KRW,네이버페이 머니 하나 체크카드,
2025-05-01,18:01,지출,생활,생활서비스,코레일유통주식회사,-500,KRW,네이버페이 머니 하나 체크카드,
2025-04-30,13:36,지출,생활,마트,이마트에브리데이 이천부발점,-2080,KRW,네이버페이 간편결제(포인트),
2025-04-30,12:30,지출,교통,대중교통,경기시내버스_이비,-1450,KRW,네이버페이 머니 하나 체크카드,
2025-04-29,19:07,지출,카페/간식,아이스크림/빙수,하드나라 신하점,-500,KRW,네이버페이 간편결제(포인트),
2025-04-29,15:46,지출,온라인쇼핑,결제/충전,Alipay Plus,-3764,KRW,네이버페이 간편결제(포인트),
2025-04-29,14:06,지출,문화/여가,게임,한국닌텐도 주식회사,-29000,KRW,토스 간편결제,
2025-04-26,13:37,지출,생활,마트,이마트에브리데이 이천부발점,-2180,KRW,네이버페이 간편결제(머니),
2025-04-26,09:22,지출,금융,카드,토스페이먼츠 주식회사,-2093,KRW,네이버페이 간편결제(머니),
2025-04-26,09:22,지출,금융,카드,토스페이먼츠 주식회사,-1507,KRW,네이버페이 간편결제(포인트),
2025-04-25,20:42,지출,온라인쇼핑,인터넷쇼핑,번개장터,-215000,KRW,토스 간편결제,
2025-04-24,17:07,지출,카페/간식,아이스크림/빙수,하드나라 신하점,-500,KRW,네이버페이 간편결제(포인트),
2025-04-22,19:29,지출,반려동물,펫용품,유비벳,-16200,KRW,네이버페이 간편결제(머니),
2025-04-21,07:56,지출,생활,편의점,GS25 이천신하점,-3600,KRW,네이버페이 간편결제(머니),
2025-04-18,19:09,지출,생활,편의점,GS25 이천신하점,-1757,KRW,네이버페이 간편결제(머니),
2025-04-18,19:09,지출,생활,편의점,GS25 이천신하점,-5043,KRW,네이버페이 간편결제(포인트),
2025-04-16,19:08,지출,카페/간식,아이스크림/빙수,하드나라 신하점,-419,KRW,네이버페이 간편결제(머니),
2025-04-16,19:08,지출,카페/간식,아이스크림/빙수,하드나라 신하점,-81,KRW,네이버페이 간편결제(포인트),
2025-04-14,11:59,지출,뷰티/미용,헤어샵,금비헤어샵,-15000,KRW,네이버페이 간편결제(머니),
2025-04-14,11:59,지출,뷰티/미용,헤어샵,금비헤어샵,-15000,KRW,네이버페이 머니,
2025-04-14,04:41,지출,금융,카드,하나카드_체크,-4350,KRW,네이버페이 머니 하나 통장,
2025-04-13,15:09,지출,교통,대중교통,경기시내버스_이비,-1450,KRW,네이버페이 머니 하나 체크카드,
2025-04-13,05:32,지출,교통,대중교통,경기도버스운송사업조합,-1450,KRW,KB국민 첵첵 체크카드(RF),
2025-04-12,10:50,지출,카페/간식,아이스크림/빙수,하드나라 신하점,-180,KRW,네이버페이 간편결제(머니),
2025-04-12,10:50,지출,카페/간식,아이스크림/빙수,하드나라 신하점,-1120,KRW,네이버페이 간편결제(포인트),
2025-04-11,19:10,지출,카페/간식,아이스크림/빙수,하드나라 신하점,-500,KRW,네이버페이 간편결제(포인트),
2025-04-11,13:36,지출,생활,생필품,주식회사 아성다이소,-3000,KRW,네이버페이 간편결제(포인트),
2025-04-10,19:08,지출,카페/간식,아이스크림/빙수,하드나라 신하점,-500,KRW,네이버페이 간편결제(포인트),
2025-04-10,10:14,지출,온라인쇼핑,인터넷쇼핑,삼성04-003건,-22287,KRW,네이버페이 머니 하나 통장,
2025-04-09,07:26,지출,주거/통신,휴대폰,LG  U+통신요금  자동이체,-990,KRW,국민행복,
2025-04-06,17:13,지출,생활,가구/가전,평택미놀타OA,-3000,KRW,네이버페이 간편결제(머니),
2025-04-06,17:13,지출,생활,가구/가전,평택미놀타OA,-3000,KRW,네이버페이 머니,
